ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9401,HCC,0,WA,98498, , ,2410,0, , , , ,XXXX,S1,13,73,E,H, , , , ,,7,F,9,10,1,0,3,0,1,0,0,0,1,1,0,0,0,1,3,6,61,29,71,2,13,13, , , ,9,05, ,Y, , , , , , , , , , , , , , , , ,1, ,846,283,324,99,0,0,47,53,91,1,0,7,1,0,2,2,0,2,0,0,1,0,0,0,47,53,55,44,52,55,21,22,40,37,8,8,14,23,22,21,4,8,9,27,30,26,35,6,31,11,52,37,22,8,4,73,6,4,17,174,260,97,89,2,3,0,0,0,0,0,1314,1391,7,6,90,10,98,2,17,27,87,80,23,94,6,4,1,4,4,11,1,13,50,28,0,1,0,8,31,83,98,99,1,0,89,74,74,14,3,3,0,0,9,1,0,0,73,83,93,93,8200,105,819,552,582,588,650,25481,10,4,20,9,32,11,6,2,5,2,5,16,11,36,13,7,3,6,43,0,77,3,43,57,17,84,8,0,0,0,0,0,0,8,0,7,20,25,5,74,41,53,33,53,32,51,33,99,0,0,19,23,2,20,16,0,0,10,0,5,3,0,3,7,0,4,5,3,0,8,23,0,0,5,3,16,16,4,6,2,13,13,15,52,4,1,154,3,4,18,22,7,33,14,5,10,1,10,5,2,6,0,31,61,9,29,51,71,3,0,8,1,11,0,2,2,0,4,4,0,0,1,2,1,13,28,88,0,8,4,99,80,22,11,17,3,3,5,81,99,0,2,2,67,2,31,0,0,0,99,0,96,99,99,9,3,11,16,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A2F,A1F, ,A3F,A3F,A3F,N4F,N3F,N3F,N3F,N3F,N3F,15,9702,36,5,10,,,,,,,,,,,,,,9504,,,,,,,9407,,,,,,,,,,,,,,,15,,,,,,,15,,66,5,3,10,9402,16,9401,15,9504,9310,9401,3,13.2,182234,1,L,1,F,X,X,X,4,A
9201,STR,2,CA,92626, , ,4701,0, , , , ,XXXX,U1,03,51,E,H, , , , ,,5,F,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,28,23,4,2,2, , , ,,02, , , , , ,Y, , , , , , , , , , , , ,2, ,4018,1058,1582,99,0,0,49,51,85,1,0,12,8,1,3,3,1,1,2,0,5,0,0,3,35,40,43,35,42,45,20,33,43,24,13,21,24,20,12,6,2,13,14,32,26,15,13,2,10,23,37,40,25,8,3,56,13,3,28,173,253,66,57,0,33,33,29,0,0,0,3166,3214,9,9,62,38,95,5,2,29,67,56,24,80,20,5,2,4,18,21,10,14,61,10,0,1,0,88,99,99,99,99,56,8,54,63,57,14,4,14,19,0,8,3,26,0,99,99,99,99,5945,13,803,542,615,602,668,24463,6,8,11,17,31,13,9,2,3,5,6,7,13,35,16,11,4,3,14,4,58,4,48,52,10,82,9,0,0,0,0,0,5,3,1,12,17,22,4,61,81,88,73,87,71,75,48,99,99,0,16,24,4,23,18,0,0,5,0,4,3,1,2,0,0,4,19,2,2,5,15,15,8,3,1,5,7,12,1,4,2,2,11,74,5,2,143,1,4,21,24,11,27,13,9,22,3,14,14,0,0,1,15,29,2,28,26,23,8,0,4,0,7,0,0,4,5,0,1,0,1,1,1,0,19,38,78,7,6,9,98,67,26,4,13,0,3,15,91,98,2,9,8,77,0,22,0,0,0,99,0,99,99,99,14,3,7,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A2F,A2F,A2F,A2F,A2F,A1E,A1E,A1E, ,A1E, ,L3D,A1D,A1D,A2D,A2D,A2D,A2D,A2D,A3D,20,9702,49,6,12,,,,,,,,,,,,9507,,,9503,,,,,,,,,,,,,,,,,,,17,,,11,,,,,,,,83,9,3,5,9205,17,9507,17,9507,9201,9205,4,9.2222222222,156420,1,L,1,F,X,X,X,8,A
9501,L15,1,CA,90033, , ,5801,0, , , , ,XXXX,U4,10,40,E,U, , , ,F,1,2,M,0,0,,,,,,,,,,,,,,,3,0,3,0,99,0,0,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,740,133,143,99,0,0,51,49,48,6,1,5,89,0,0,1,0,0,4,0,78,0,0,11,19,36,45,26,38,46,44,28,38,35,33,13,19,19,8,5,3,10,13,25,33,19,20,3,16,7,14,79,70,61,50,34,7,4,55,497,487,10,2,2,83,81,76,0,0,0,0,0,2,3,0,99,99,0,0,73,93,55,45,96,4,27,3,24,2,16,0,17,28,3,2,3,0,0,0,0,0,0,0,11,20,42,41,26,13,60,23,0,10,8,76,0,8,14,37,61,4480,13,803,128,140,151,150,3355,56,30,14,0,0,0,0,0,0,53,36,11,0,0,0,0,0,0,29,45,6,47,36,64,0,39,30,21,21,0,0,0,10,0,0,0,19,31,16,64,48,64,32,49,23,13,5,35,0,31,0,0,0,0,8,0,0,21,0,11,36,9,15,0,0,0,47,0,0,0,14,0,9,0,13,8,5,5,0,0,0,0,0,99,0,0,89,82,15,3,0,0,0,0,1,44,1,34,10,0,0,0,1,3,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,4,85,11,0,72,26,7,6,43,0,0,0,0,0,0,0,33,75,5,8,0,0,0,99,0,99,95,99,0,0,5,4,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,9507,9506,,9503,,,,,9409,9408,,,L2F,A2F,A2F,A2F,A1F,N2F,N2F,N2F,N1F,N1F,N1F,N1F,N1F, ,F1F, , , , ,P1F,P1F, , ,11,9702,27,6,12,,,,,,9601,,,,,9508,,,,,,,,9410,,,,,,,,,20,,,,,20,,,,,,,,15,,,,55,3,2,15,9410,20,9508,20,9601,9410,9508,10,18.333333333,143093,1,L,2,F,X,X,X,46,A
9101,UCA,0,FL,32822, , ,3406,0, , , , ,XXXX,S2,16,64,I,H, , , , ,,4,M,,0,,,,,,,,,,,,,,,2,2,36,38,34,8,1,4, , , ,5, ,Y,Y,Y, , , , , , , ,Y,Y,Y,Y,Y, , , ,3,X,4694,1366,1706,50,0,50,49,51,94,2,1,2,10,0,0,0,1,0,0,0,0,6,2,2,32,40,43,35,44,47,26,43,39,18,11,26,20,13,13,13,5,16,20,33,18,13,25,7,22,15,39,46,27,10,4,64,13,5,18,191,274,51,51,0,0,0,0,0,0,0,768,790,5,4,89,11,93,7,8,38,80,67,29,88,12,9,3,6,9,15,5,21,56,17,1,1,0,1,1,13,53,93,1,1,48,52,55,15,5,0,0,49,8,0,0,4,37,68,84,93,5960,329,534,324,335,343,352,11896,13,21,22,24,18,2,0,0,0,9,21,23,25,19,2,0,0,0,29,5,28,8,60,40,22,87,11,0,0,0,0,0,1,0,0,5,26,28,3,84,72,80,65,78,64,75,46,88,99,4,8,11,3,12,18,1,3,14,1,14,2,9,5,0,0,11,13,7,2,3,16,6,10,5,5,7,6,4,5,8,1,4,2,80,4,0,120,5,20,38,18,8,10,1,4,23,4,18,5,1,2,0,19,36,4,38,15,34,13,0,4,1,9,0,0,5,4,0,1,1,0,0,1,0,9,28,84,10,1,5,97,62,18,4,8,11,42,72,90,97,3,0,0,1,6,91,2,0,0,99,1,90,99,95,8,3,6,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L4G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S3G,S4G,S3G,S4G,S4G,S4G, , ,S4G,S4G,S4G,24,9702,59,6,13,,,,,,,9512,,,,,9507,,9504,,9502,,,,9409,,9406,,,,,,,20,,,,,25,,30,,25,,,,30,,25,574,21,10,10,9311,40,9309,20,9512,9109,9111,2,27.333333333,35698,1,L,4,G,X,X,X,22,B
9301,SYN,0,MO,63122, , ,5008,0, , , , ,XXXX,S1,13,47,E,H, , , , ,1,5,F,8,7,0,0,1,0,2,0,0,0,0,0,0,2,0,0,3,0,31,19,56,9,0,3, , , ,8, ,Y, , , , ,Y,Y, ,Y, , , , , , , , , ,2, ,811,198,279,99,0,0,40,60,98,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39,48,51,43,53,55,22,46,41,13,6,20,18,11,9,10,25,21,17,39,15,8,28,13,27,25,35,40,24,8,1,54,9,17,20,172,248,99,99,0,0,0,0,15,13,2,955,1013,6,5,91,9,98,2,17,35,71,62,29,73,27,6,1,4,9,23,4,19,49,30,1,1,0,0,7,41,89,99,0,0,78,60,64,14,4,0,0,0,9,0,0,0,63,79,88,92,7040,75,609,403,473,509,596,25458,18,5,19,16,21,10,9,3,0,0,4,22,25,25,11,9,4,0,41,0,73,2,51,49,3,83,9,0,0,0,0,0,3,5,0,25,20,21,0,75,51,67,40,67,40,73,87,0,0,0,24,24,2,20,12,0,2,15,0,0,0,0,0,0,0,2,13,4,2,8,7,3,9,5,0,4,4,30,8,9,0,3,9,68,10,0,140,11,3,23,20,4,26,12,2,4,0,4,2,0,0,0,12,31,0,19,10,56,0,0,5,0,11,0,0,6,2,0,0,0,0,0,0,0,8,64,90,1,0,9,97,58,5,10,41,0,0,0,0,3,97,0,0,95,0,5,0,0,0,99,0,99,99,99,9,2,4,3,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,,,9503,9502,9501,9411,9411,9410,9409,,,L1F,A1F,A1F,A1F,A1F,L1E,L1E,L1E, ,L1E,L1E, , , ,A1E,A1E,A1E,A1E,A1E,A1E,A1E, , ,13,9702,33,6,12,,,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,35,3,0,5,9302,20,9512,20,9512,9302,9404,14,11.666666667,100332,1,L,1,F,X,X,X,19,A
9601,CRG,28,MI,48503, , ,3001,0, , , , ,XXXX,S3,21,68,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,35,18,57,9,6,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,758,212,305,99,0,0,47,53,4,94,1,0,2,0,0,0,0,0,0,0,0,0,0,2,43,52,55,43,50,53,19,35,40,25,10,15,16,12,24,16,8,9,21,31,19,20,35,14,33,29,36,35,17,9,4,47,13,12,28,159,237,95,94,2,4,2,1,4,0,4,455,496,3,3,86,14,97,3,13,28,70,47,14,81,19,13,3,11,12,28,2,0,3,1,15,51,29,0,0,3,9,39,0,0,58,55,58,13,4,3,1,0,10,2,1,0,7,22,54,88,2640,63,513,286,311,348,388,13686,18,29,11,15,21,5,0,0,0,11,23,20,14,24,8,0,0,0,37,21,27,12,28,72,5,95,5,0,0,0,0,0,0,0,0,0,15,17,0,51,40,53,30,42,30,60,23,83,99,26,5,7,4,11,5,0,2,9,3,24,24,6,0,3,0,0,59,0,2,0,14,3,1,0,0,3,7,5,3,9,6,3,0,79,3,0,122,12,14,23,31,5,11,4,3,29,4,20,8,0,0,0,16,35,1,18,18,57,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41,98,1,0,1,85,49,11,24,29,0,0,0,0,62,38,0,0,91,0,9,0,0,0,99,0,99,99,99,6,3,11,9,9706,9606,9604,,9603,,,9509,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F, , ,P1F, , , , , , , , , , , , , , , ,4,9702,13,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,20,9511,20,9511,20,9511,9511,,,20,70051,0,L,1,F,X,X,X,26,B
8601,DRK,2,CA,92037, ,P,601,0,X, , ,X,XXXX,C1,23,92, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,27,35,55,6,11,1, ,12, ,8,05, , , , , , , , , , , , , , , , , , , ,X,1118,272,529,99,0,0,44,56,98,0,0,1,7,0,0,0,0,0,0,0,4,0,0,3,43,48,53,45,51,54,13,35,44,21,10,17,18,12,12,15,17,14,16,30,25,15,40,20,38,36,40,24,13,3,1,47,12,12,28,134,205,50,49,1,48,47,44,3,3,0,5142,4799,8,8,68,32,92,8,13,17,51,42,14,65,35,3,1,2,18,37,12,11,55,32,0,0,0,95,96,99,99,99,85,9,35,51,49,12,4,8,39,0,7,4,20,0,95,96,97,97,7320,15,825,418,652,595,758,39542,14,14,7,17,15,9,9,7,7,4,16,2,16,17,13,8,9,15,43,0,72,4,44,56,13,79,0,3,3,0,0,0,7,11,1,5,20,23,4,64,56,64,50,61,48,68,64,60,0,6,42,20,3,23,6,2,0,1,0,1,2,0,0,0,0,3,3,2,1,2,10,17,11,5,2,7,17,19,1,6,11,1,23,54,6,0,160,3,5,11,17,1,36,28,9,10,0,10,9,0,0,0,13,27,1,35,10,55,0,0,8,0,7,0,0,2,3,0,4,0,4,2,1,1,19,29,81,9,0,10,90,48,22,5,35,0,0,0,22,36,64,22,12,57,1,41,0,0,1,99,0,99,99,99,17,3,5,5,9706,9606,9604,9604,9603,,9601,9511,9510,9509,9508,,9506,,9503,,,9411,,,,9407,9406,L2G,S2G,S2G,S2G,A1D, ,A1D,A1D,A1D,A1D,A1D, ,L1G, ,L1G, , ,L1G, , , ,A1G,A1G,19,9702,87,4,34,,,,,,9601,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,604,31,8,0,9701,30,9601,0,9701,8612,8706,6,19.483870968,9934,0,L,2,G,X,X,X,13,A
9201,HOS,0,MO,65605, , ,4310,0, , , , ,XXXX,C2,28,54,E,U, , , , ,,3,F,,0,,,,,,,,,,,,,,,2,0,35,38,45,0,5,0, , , ,4, , , , , , , , , , , , , , , , , , , , , ,542,147,217,0,99,0,49,51,98,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,29,38,44,34,45,49,29,50,35,15,14,30,13,8,11,12,13,23,20,31,18,8,35,19,34,30,30,40,25,10,4,57,14,11,18,166,249,91,89,4,9,5,4,0,0,0,261,293,2,2,56,44,88,12,0,39,68,53,29,85,15,9,2,7,11,27,2,25,51,23,0,0,0,1,1,1,1,7,0,2,29,46,49,13,4,9,0,0,35,4,4,0,0,0,4,49,0,427,619,160,184,194,225,6342,45,28,15,9,4,0,0,0,0,35,30,18,11,5,0,0,0,0,38,15,24,31,58,42,10,72,21,0,0,0,0,0,0,7,0,27,14,30,17,36,56,69,42,56,42,60,39,99,99,19,0,11,5,0,8,0,0,25,6,20,19,0,6,9,0,3,48,0,0,0,10,11,0,0,0,16,0,0,3,0,0,3,7,90,0,0,120,12,34,39,10,3,2,0,1,26,2,24,1,0,0,0,25,47,0,31,16,13,35,0,0,1,18,0,0,3,0,0,0,0,0,0,1,0,0,53,97,1,0,2,87,51,17,4,51,0,0,0,0,0,99,0,0,99,0,0,0,0,0,99,0,99,99,72,3,2,0,21,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,,,9411,,9410,9409,,,L1F,A1F,A1F, ,L1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E, , ,L1E, ,L1E,L1E, , ,12,9702,33,4,11,,,,,,,9601,,,,,,,,,,,,,9412,,,,,,,,,15,,,,,,,,,,,,,12,,,37,3,1,10,9301,15,9601,15,9601,9301,9412,23,12.333333333,103877,0,L,1,F,X,X,X,62,D
9501,HHH,1,MI,48135, , ,4101,0, , , , ,XXXX,S3,21,57,E,H, , , , ,,5,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,34,29,2,5,1, , , ,, , ,Y, ,Y, , ,Y,Y, , , ,Y,Y, , , , , ,3, ,1137,309,366,99,0,0,50,50,98,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,31,39,43,33,42,46,27,38,40,22,13,27,18,13,19,7,2,17,15,32,20,16,17,5,13,13,26,61,40,16,4,61,9,6,24,253,310,99,99,0,0,0,0,0,0,0,595,585,5,3,96,4,99,1,0,45,84,72,38,92,8,7,1,5,10,11,3,22,63,13,0,0,0,0,0,0,3,83,0,0,29,48,54,17,6,0,0,0,4,0,0,0,53,53,73,73,2160,57,505,388,397,418,430,13374,4,15,20,32,22,5,2,0,0,4,8,18,40,24,2,2,0,0,20,6,47,2,30,70,3,86,10,1,1,0,0,0,1,2,0,22,23,28,3,77,74,84,65,78,60,62,57,82,99,2,6,4,3,18,18,0,0,10,0,20,11,2,7,0,0,4,31,2,4,8,19,3,3,4,1,9,6,2,4,2,5,1,3,80,9,0,120,3,16,52,18,8,3,1,1,31,4,25,3,0,0,0,18,36,1,34,23,29,0,1,1,3,7,0,1,5,4,0,6,0,0,3,0,1,2,81,99,0,0,1,99,72,18,13,35,0,0,0,2,13,87,0,0,99,0,0,0,0,0,99,0,99,99,99,7,3,8,8,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,,,9409,9409,,,L1F,A1F,A1F, ,A1F,N2F,N2F,N2F,N1E,N1E,N1E,N1E,F1E, ,F1E, , , , ,P1E,P1E, , ,9,9702,23,4,10,,,,,,,,,,,9507,,,,,,,,9410,,,,,,,,,,,,,,16,,,,,,,,10,,,,26,2,1,10,9410,16,9507,16,9507,9410,9507,9,13,66420,1,L,1,F,X,X,X,11,A
9501,HCC,1,CA,90640, , ,0,0, , , , ,XXXX,C3,31,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,18,23,44,10,2,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,59928,14200,18208,99,0,0,49,51,49,1,1,12,72,0,3,5,2,1,1,0,64,0,0,7,29,38,43,33,43,47,28,42,37,21,18,25,17,12,12,9,7,18,16,31,19,16,27,8,22,18,25,57,40,23,12,49,11,7,33,242,321,56,50,3,41,38,25,1,1,0,1985,2157,6,5,48,52,97,3,3,45,78,54,30,87,13,15,3,11,12,19,4,10,28,11,0,1,0,49,79,93,97,98,15,17,26,45,43,16,7,22,19,2,13,14,24,0,66,83,91,95,4480,13,803,307,334,374,402,11576,24,17,16,18,15,5,3,1,1,18,17,16,20,16,6,3,1,1,28,14,28,15,45,55,10,70,18,6,6,0,0,0,4,2,0,5,24,29,8,71,62,74,51,68,47,52,33,53,85,16,10,10,3,11,20,1,1,9,1,12,10,5,6,1,0,6,23,6,3,6,17,7,5,3,1,7,6,5,3,9,2,2,6,76,4,0,120,22,20,24,14,7,9,3,4,27,1,22,9,0,0,0,9,18,0,24,18,43,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,39,48,30,53,9,7,88,54,20,6,31,0,3,7,20,37,63,2,3,81,1,16,0,0,0,99,0,98,99,97,9,3,5,6,9706,9606,9604,,,9602,9512,9511,,,,,9506,,,,,,,,,,,L1F,N1F,N1F, , ,F1F,F1F,F1F, , , , ,P1F, , , , , , , , , , ,5,9702,14,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,20,9507,20,9507,20,9507,9507,,,20,179558,1,L,1,F,X,X,X,28,A
8601,STR,0,CA,92868, , ,4309,0, , , , ,XXXX,U2,07,54,I,H, , , , ,,4,M,,0,,,,,,,,,,,,,,,2,0,16,0,9,10,4,1, , , ,4,12, , , , , , , , , , , , , , , , , , ,1, ,1160,277,424,99,0,0,48,52,83,1,1,5,26,1,0,0,1,0,1,0,24,0,0,1,29,35,37,31,40,43,27,45,37,18,14,34,23,11,8,6,5,19,17,34,17,13,17,7,15,26,27,47,29,13,5,49,16,5,30,188,271,75,57,15,24,9,3,0,0,0,1875,1900,7,7,36,64,97,3,7,38,65,48,28,79,21,10,3,7,21,22,8,19,55,9,0,1,0,40,72,94,96,98,3,8,25,45,46,14,6,24,0,0,41,19,3,0,79,90,94,97,5945,13,803,389,399,493,518,16872,8,13,22,14,19,15,9,0,0,4,12,24,15,20,14,11,0,0,17,15,14,3,56,44,4,67,23,4,4,0,0,2,1,3,0,12,15,20,2,50,78,84,71,83,71,76,58,99,0,0,6,5,4,20,22,2,3,5,7,9,6,3,10,9,0,8,16,3,0,6,17,14,6,3,0,1,4,6,9,10,4,1,12,71,3,0,120,8,20,35,22,5,8,2,3,20,4,10,9,0,0,0,8,16,0,0,0,9,67,1,1,2,11,0,0,1,2,1,0,0,0,1,0,0,10,63,78,18,2,2,86,58,22,4,34,0,0,3,18,43,57,0,0,91,0,9,0,0,0,99,0,98,99,97,13,1,1,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9511,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,L2E,A2E,A2E,A2E,A2E,A2E,A2E,A2E,A2E, ,A2E,A1E,A1E,A1E,A1E,A1E,A1E,A2E,A2E,30,9702,67,6,13,,,,,,,,,,,,,,,,,,9412,,9410,,,,,,,,,,,,,,,,,,,,10,,10,,,109,10,4,5,8805,15,9011,15,9512,8805,8908,15,10.9,157437,1,L,1,F,X,X,X,9,A
